RR15;DR15;LIBELLE15;16_25_H_non_dip;25_H_non_dip;16_25_F_non_dip;25_F_non_dip;16_25_H_bep;25_H_bep;16_25_F_bep;25_F_bep;16_25_H_Bac;25_H_Bac;16_25_F_Bac;25_F_Bac;16_25_H_sup;25_H_sup;16_25_F_sup;25_F_sup
53;29;FinistŠre;15544;149244;13176;210660;17072;49444;11168;29716;5164;21632;6048;17692;2084;19892;2672;17572
91;30;Gard;14064;113248;11652;140708;7056;22448;4968;15292;2480;14144;3472;12496;856;12336;1444;12016
73;31;Haute-Garonne;17068;146916;14324;192916;11636;38496;8428;26792;4532;26288;6064;24440;2244;29568;3316;26984
73;32;Gers;3992;42476;3112;49064;3096;7796;1836;4616;1000;3940;1208;3948;280;3088;392;3116
72;33;Gironde;27188;200808;24416;273492;17644;62964;14004;47620;4912;34424;6892;29888;2632;31904;3148;29720
91;34;H‚rault;17816;142320;14408;179996;7936;26164;5560;19412;3236;21140;4688;19784;1468;20172;2068;19920
53;35;Ille-et-Vilaine;16824;131484;15368;177244;13660;38748;9788;25080;3672;17560;5352;14848;1784;17700;2764;16536
24;36;Indre;6148;54476;5948;69380;4616;13276;2656;7040;864;5644;1064;4100;296;3612;492;3280
24;37;Indre-et-Loire;13024;93636;12324;124144;9284;28156;5792;16672;2152;13008;2836;10684;1004;11476;1728;11016
82;38;IsŠre;22380;165888;19864;207856;14856;46004;9816;33336;4244;27300;6212;22908;2644;30440;3672;27416
43;39;Jura;5648;49224;5076;60900;4404;13168;2996;8180;1068;5664;1372;4812;448;4424;544;4900
72;40;Landes;6528;61616;5688;80328;5808;17664;3940;11316;1344;7620;1832;6312;516;5812;576;5144
24;41;Loir-et-Cher;8036;63168;7560;80308;5600;16040;3572;8396;948;6076;1484;5144;416;4988;584;4516
82;42;Loire;16384;140692;15340;188284;13320;42836;9240;27528;3092;18268;4304;15608;1552;13596;2108;13400
83;43;Haute-Loire;4540;45172;3888;56744;4068;10616;2104;5180;1088;4788;1632;4676;292;3328;524;3780
52;44;Loire-Atlantique;20952;152780;19180;228236;21596;66400;16428;42620;5080;30132;6872;22340;2100;23472;2976;20148
24;45;Loiret;13372;100700;12896;128776;9640;31832;7028;18768;2312;14044;3348;12024;1020;12800;1640;10912
73;46;Lot;3300;34976;2980;43780;2528;7300;1752;4232;732;4296;1196;3644;280;3004;352;3284
72;47;Lot-et-Garonne;7140;66692;6132;82696;5248;14568;3564;9296;1392;7456;1916;6476;444;5172;612;4920
91;48;LozŠre;1436;17268;1252;18900;1384;3424;696;2064;480;1976;648;2068;84;1416;168;1560
52;49;Maine-et-Loire;19208;121476;18856;161508;13164;32768;9540;19944;3304;14300;4156;10732;1280;13444;2044;12176
25;50;Manche;13756;95272;13092;122596;9620;22772;5516;12872;1908;8096;2760;7240;640;7612;972;7000
21;51;Marne;16676;100168;15644;127760;9180;29432;6592;17180;2264;12492;3428;10588;1204;10708;1808;10180
21;52;Haute-Marne;6388;40284;6300;52604;4636;12680;2652;5664;988;4244;1328;3196;304;3448;476;3104
52;53;Mayenne;7144;54036;6968;70164;5360;13936;3728;8460;1216;4664;1680;3880;404;3864;632;3796
41;54;Meurthe-et-Moselle;18796;120796;17396;164080;13332;45588;10036;28312;3420;17708;5216;13792;1632;18760;2708;16516
41;55;Meuse;6068;39048;5512;51000;4256;11352;2520;6056;904;4200;1152;3036;260;3344;516;3004
53;56;Morbihan;14364;113696;11876;150440;13104;30616;8528;18380;2800;13424;3664;10620;1060;10500;1488;10084
41;57;Moselle;30780;173260;31432;233796;22444;68316;15724;37616;5120;26484;7200;14808;2140;20796;2932;16104
26;58;NiŠvre;5844;51764;5324;67404;4492;13472;2656;7616;896;5236;1304;4544;272;4060;500;3928
31;59;Nord;72816;437900;77672;604908;43788;128680;29612;73340;10928;60644;14356;43196;5900;52916;7796;42140
22;60;Oise;21440;125836;20452;151636;10744;33416;7348;20604;2556;15604;3592;12536;1176;14228;1660;11908
25;61;Orne;8448;61228;8212;76928;5724;14384;3584;8476;1124;5000;1796;4308;580;4488;608;4576
31;62;Pas-de-Calais;42028;262448;44980;362348;27416;72728;17200;35556;5384;25912;7300;19424;2500;21236;2788;17652
83;63;Puy-de-D“me;13224;115508;12092;146160;11300;33080;7236;19100;2716;15704;3944;15420;1440;14692;1820;15092
72;64;Pyr‚n‚es-Atlantiques;11032;105120;9344;141084;10884;31892;8012;22780;2592;15456;3544;14112;1172;14196;1696;13340
73;65;Hautes-Pyr‚n‚es;4612;45732;3832;59588;4084;13656;2856;8616;1112;6444;1624;6128;448;5108;696;5244
91;66;Pyr‚n‚es-Orientales;9276;74660;7528;94996;4268;12588;2960;9064;1384;8944;2084;8356;428;7340;684;6912
42;67;Bas-Rhin;24532;133192;24492;206412;20828;71316;15760;42484;5048;29692;6776;18988;2384;26392;3596;21388
42;68;Haut-Rhin;17860;102436;17428;152840;14420;49412;11320;29308;3444;22272;4544;12376;1592;15268;2036;12532
82;69;Rh“ne;36652;251116;31532;330148;21416;69164;16988;49892;7420;44620;10144;39980;4284;48372;6644;43360
43;70;Haute-Sa“ne;7536;46916;6808;58860;4152;12032;2640;6636;816;4856;1132;3908;200;3656;516;3484
26;71;Sa“ne-et-Loire;13628;114028;14068;152048;12036;35488;6692;17912;2600;11596;3536;10100;988;10164;1272;9376
52;72;Sarthe;14140;93908;13648;126120;10124;30884;6568;17368;1932;10576;2740;8364;932;7828;1264;7852
82;73;Savoie;7032;61068;6660;74060;7180;18656;4296;12620;1672;8872;2808;8568;836;8124;1184;8420
82;74;Haute-Savoie;11336;88144;11072;107888;9604;30820;6492;21032;2300;15220;3996;14088;1104;12848;1760;12052
11;75;Paris;37316;367348;40640;532076;18428;62548;16048;56076;13784;81364;20124;99432;10372;171192;16244;145076
23;76;Seine-Maritime;36652;214444;36048;289088;22864;69200;15884;38824;4800;25144;7020;20476;2388;25616;3600;22188
11;77;Seine-et-Marne;22520;155240;21196;195344;13556;48276;10016;34644;3616;26016;5564;22504;1672;25176;2708;19980
11;78;Yvelines;26000;175492;24204;229636;16484;58232;13564;45756;6232;43072;8420;43336;3396;66088;4908;43932
54;79;Deux-SŠvres;8820;73640;8264;88564;7240;17056;4476;10396;1456;6356;2284;5744;524;5056;696;4948
22;80;Somme;16984;105964;18228;137552;8760;25872;5280;12972;2108;10980;2924;8328;1056;9384;1524;8692
73;81;Tarn;8264;74016;6236;93472;5732;16184;3852;10044;1520;8524;2328;7872;668;6704;740;6304
73;82;Tarn-et-Garonne;4292;42684;3860;52100;3212;8860;1900;5364;928;4416;1080;4332;248;3420;348;3188
93;83;Var;20148;147240;16204;187460;8936;31804;6356;23592;3520;23872;4792;20648;1328;20656;1732;16940
93;84;Vaucluse;12856;89384;10764;108584;6148;18692;4460;12492;1828;11908;2728;10600;628;9320;972;9140
52;85;Vend‚e;12580;95800;12672;123172;11256;27064;7268;15340;2120;9736;3048;7456;652;6492;828;6028
54;86;Vienne;9392;76012;8436;94684;7044;18092;4644;10136;1548;7584;2320;7284;788;7728;1108;7420
74;87;Haute-Vienne;7200;76008;7356;99388;6024;19728;4024;11172;1388;8972;1872;7820;624;7408;1084;7524
41;88;Vosges;11996;78220;11768;103388;7276;20464;4500;11304;1648;7408;2412;6016;652;6492;812;6080
26;89;Yonne;8228;66196;8124;82796;5184;17000;3184;9712;1156;7628;1584;6200;524;5520;708;5308
43;90;TerritoiredeBelfort;4008;22528;3608;29824;2576;8604;1880;5808;596;3648;824;2812;268;3384;388;2844
11;91;Essonne;24664;156700;20176;198220;14836;52572;11756;39976;4892;33748;7152;29676;2888;39780;3848;30700
11;92;Hauts-de-Seine;27532;233560;28028;314200;16852;58556;14504;46896;8184;50280;11792;54412;5892;82188;7632;60528
11;93;Seine-Saint-Denis;38016;265168;36996;312716;20228;65532;16540;47376;6704;31840;9728;28000;2844;24952;4068;23160
11;94;Val-de-Marne;30808;217764;27752;277632;15908;56260;12920;43240;6876;38116;9904;37096;3320;40848;5092;35888
11;95;Val-d'Oise;23244;154384;21468;194500;14604;49968;11776;38408;4704;29052;6004;24984;2472;27764;3160;21652
